timestamp,pod_name,cpu(m),memory(Mi),node
2026-04-03 14:24:19,light-loader,4m,0Mi,minikube
2026-04-03 14:24:19,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:24:19,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:24:19,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:24:19,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:24:19,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:24:19,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:24:27,cpu-loader,285m,0Mi,minikube
2026-04-03 14:24:27,cpu-loader-2,569m,0Mi,minikube
2026-04-03 14:24:27,light-loader,4m,0Mi,minikube
2026-04-03 14:24:27,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:24:27,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:24:27,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:24:27,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:24:27,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:24:27,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:24:36,cpu-loader,285m,0Mi,minikube
2026-04-03 14:24:36,cpu-loader-2,569m,0Mi,minikube
2026-04-03 14:24:36,light-loader,4m,0Mi,minikube
2026-04-03 14:24:36,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:24:36,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:24:36,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:24:36,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:24:36,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:24:36,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:24:46,cpu-loader,285m,0Mi,minikube
2026-04-03 14:24:46,cpu-loader-2,569m,0Mi,minikube
2026-04-03 14:24:46,light-loader,4m,0Mi,minikube
2026-04-03 14:24:46,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:24:46,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:24:46,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:24:46,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:24:46,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:24:46,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:24:54,cpu-loader,285m,0Mi,minikube
2026-04-03 14:24:54,cpu-loader-2,569m,0Mi,minikube
2026-04-03 14:24:54,light-loader,4m,0Mi,minikube
2026-04-03 14:24:54,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:24:54,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:24:54,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:24:54,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:24:54,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:24:54,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:25:02,cpu-loader,285m,0Mi,minikube
2026-04-03 14:25:02,cpu-loader-2,569m,0Mi,minikube
2026-04-03 14:25:02,light-loader,4m,0Mi,minikube
2026-04-03 14:25:02,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:25:02,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:25:02,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:25:02,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:25:02,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:25:02,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:25:11,cpu-loader,292m,0Mi,minikube
2026-04-03 14:25:11,cpu-loader-2,584m,0Mi,minikube
2026-04-03 14:25:11,light-loader,4m,0Mi,minikube
2026-04-03 14:25:11,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:25:11,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:25:11,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:25:11,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:25:11,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:25:11,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:25:21,cpu-loader,292m,0Mi,minikube
2026-04-03 14:25:21,cpu-loader-2,584m,0Mi,minikube
2026-04-03 14:25:21,light-loader,4m,0Mi,minikube
2026-04-03 14:25:21,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:25:21,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:25:21,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:25:21,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:25:21,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:25:21,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:25:29,cpu-loader,292m,0Mi,minikube
2026-04-03 14:25:29,cpu-loader-2,584m,0Mi,minikube
2026-04-03 14:25:29,light-loader,4m,0Mi,minikube
2026-04-03 14:25:29,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:25:29,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:25:29,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:25:29,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:25:29,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:25:29,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:25:37,cpu-loader,292m,0Mi,minikube
2026-04-03 14:25:37,cpu-loader-2,584m,0Mi,minikube
2026-04-03 14:25:37,light-loader,4m,0Mi,minikube
2026-04-03 14:25:37,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:25:37,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:25:37,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:25:37,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:25:37,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:25:37,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:25:46,cpu-loader,292m,0Mi,minikube
2026-04-03 14:25:46,cpu-loader-2,584m,0Mi,minikube
2026-04-03 14:25:46,light-loader,4m,0Mi,minikube
2026-04-03 14:25:46,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:25:46,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:25:46,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:25:46,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:25:46,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:25:46,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:25:56,cpu-loader,292m,0Mi,minikube
2026-04-03 14:25:56,cpu-loader-2,584m,0Mi,minikube
2026-04-03 14:25:56,light-loader,4m,0Mi,minikube
2026-04-03 14:25:56,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:25:56,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:25:56,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:25:56,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:25:56,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:25:56,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:26:04,cpu-loader,292m,0Mi,minikube
2026-04-03 14:26:04,cpu-loader-2,584m,0Mi,minikube
2026-04-03 14:26:04,light-loader,4m,0Mi,minikube
2026-04-03 14:26:04,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:26:04,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:26:04,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:26:04,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:26:04,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:26:04,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:26:13,cpu-loader,284m,0Mi,minikube
2026-04-03 14:26:13,cpu-loader-2,567m,0Mi,minikube
2026-04-03 14:26:13,light-loader,3m,0Mi,minikube
2026-04-03 14:26:13,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:26:13,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:26:13,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:26:13,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:26:13,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:26:13,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:26:23,cpu-loader,284m,0Mi,minikube
2026-04-03 14:26:23,cpu-loader-2,567m,0Mi,minikube
2026-04-03 14:26:23,light-loader,3m,0Mi,minikube
2026-04-03 14:26:23,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:26:23,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:26:23,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:26:23,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:26:23,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:26:23,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:26:32,cpu-loader,284m,0Mi,minikube
2026-04-03 14:26:32,cpu-loader-2,567m,0Mi,minikube
2026-04-03 14:26:32,light-loader,3m,0Mi,minikube
2026-04-03 14:26:32,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:26:32,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:26:32,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:26:32,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:26:32,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:26:32,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:26:40,cpu-loader,284m,0Mi,minikube
2026-04-03 14:26:40,cpu-loader-2,567m,0Mi,minikube
2026-04-03 14:26:40,light-loader,3m,0Mi,minikube
2026-04-03 14:26:40,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:26:40,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:26:40,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:26:40,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:26:40,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:26:40,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:26:49,cpu-loader,284m,0Mi,minikube
2026-04-03 14:26:49,cpu-loader-2,567m,0Mi,minikube
2026-04-03 14:26:49,light-loader,3m,0Mi,minikube
2026-04-03 14:26:49,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:26:49,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:26:49,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:26:49,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:26:49,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:26:49,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:26:59,cpu-loader,284m,0Mi,minikube
2026-04-03 14:26:59,cpu-loader-2,567m,0Mi,minikube
2026-04-03 14:26:59,light-loader,3m,0Mi,minikube
2026-04-03 14:26:59,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:26:59,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:26:59,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:26:59,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:26:59,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:26:59,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:27:08,cpu-loader,284m,0Mi,minikube
2026-04-03 14:27:08,cpu-loader-2,567m,0Mi,minikube
2026-04-03 14:27:08,light-loader,3m,0Mi,minikube
2026-04-03 14:27:08,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:27:08,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:27:08,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:27:08,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:27:08,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:27:08,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:27:16,cpu-loader,284m,0Mi,minikube
2026-04-03 14:27:16,cpu-loader-2,567m,0Mi,minikube
2026-04-03 14:27:16,light-loader,3m,0Mi,minikube
2026-04-03 14:27:16,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:27:16,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:27:16,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:27:16,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:27:16,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:27:16,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:27:24,cpu-loader,284m,0Mi,minikube
2026-04-03 14:27:24,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:27:24,light-loader,3m,0Mi,minikube
2026-04-03 14:27:24,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:27:24,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:27:24,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:27:24,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:27:24,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:27:24,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:27:34,cpu-loader,284m,0Mi,minikube
2026-04-03 14:27:34,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:27:34,light-loader,3m,0Mi,minikube
2026-04-03 14:27:34,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:27:34,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:27:34,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:27:34,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:27:34,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:27:34,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:27:43,cpu-loader,284m,0Mi,minikube
2026-04-03 14:27:43,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:27:43,light-loader,3m,0Mi,minikube
2026-04-03 14:27:43,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:27:43,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:27:43,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:27:43,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:27:43,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:27:43,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:27:51,cpu-loader,284m,0Mi,minikube
2026-04-03 14:27:51,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:27:51,light-loader,3m,0Mi,minikube
2026-04-03 14:27:51,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:27:51,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:27:51,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:27:51,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:27:51,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:27:51,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:27:59,cpu-loader,284m,0Mi,minikube
2026-04-03 14:27:59,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:27:59,light-loader,3m,0Mi,minikube
2026-04-03 14:27:59,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:27:59,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:27:59,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:27:59,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:27:59,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:27:59,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:28:09,cpu-loader,284m,0Mi,minikube
2026-04-03 14:28:09,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:28:09,light-loader,3m,0Mi,minikube
2026-04-03 14:28:09,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:28:09,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:28:09,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:28:09,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:28:09,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:28:09,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:28:18,cpu-loader,284m,0Mi,minikube
2026-04-03 14:28:18,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:28:18,light-loader,3m,0Mi,minikube
2026-04-03 14:28:18,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:28:18,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:28:18,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:28:18,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:28:18,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:28:18,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:28:26,cpu-loader,284m,0Mi,minikube
2026-04-03 14:28:26,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:28:26,light-loader,3m,0Mi,minikube
2026-04-03 14:28:26,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:28:26,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:28:26,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:28:26,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:28:26,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:28:26,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:28:34,cpu-loader,284m,0Mi,minikube
2026-04-03 14:28:34,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:28:34,light-loader,3m,0Mi,minikube
2026-04-03 14:28:34,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:28:34,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:28:34,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:28:34,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:28:34,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:28:34,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:28:44,cpu-loader,284m,0Mi,minikube
2026-04-03 14:28:44,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:28:44,light-loader,3m,0Mi,minikube
2026-04-03 14:28:44,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:28:44,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:28:44,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:28:44,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:28:44,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:28:44,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:28:52,cpu-loader,284m,0Mi,minikube
2026-04-03 14:28:52,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:28:52,light-loader,3m,0Mi,minikube
2026-04-03 14:28:52,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:28:52,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:28:52,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:28:52,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:28:52,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:28:52,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:29:01,cpu-loader,284m,0Mi,minikube
2026-04-03 14:29:01,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:29:01,light-loader,3m,0Mi,minikube
2026-04-03 14:29:01,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:29:01,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:29:01,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:29:01,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:29:01,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:29:01,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:29:09,cpu-loader,284m,0Mi,minikube
2026-04-03 14:29:09,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:29:09,light-loader,3m,0Mi,minikube
2026-04-03 14:29:09,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:29:09,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:29:09,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:29:09,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:29:09,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:29:09,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:29:19,cpu-loader,284m,0Mi,minikube
2026-04-03 14:29:19,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:29:19,light-loader,3m,0Mi,minikube
2026-04-03 14:29:19,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:29:19,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:29:19,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:29:19,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:29:19,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:29:19,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:29:28,cpu-loader,284m,0Mi,minikube
2026-04-03 14:29:28,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:29:28,light-loader,3m,0Mi,minikube
2026-04-03 14:29:28,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:29:28,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:29:28,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:29:28,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:29:28,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:29:28,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:29:36,cpu-loader,284m,0Mi,minikube
2026-04-03 14:29:36,cpu-loader-2,568m,0Mi,minikube
2026-04-03 14:29:36,light-loader,3m,0Mi,minikube
2026-04-03 14:29:36,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:29:36,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:29:36,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:29:36,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:29:36,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
