timestamp,pod_name,cpu(m),memory(Mi),node
2026-04-03 13:51:11,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:51:11,light-loader,3m,0Mi,minikube
2026-04-03 13:51:11,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:51:11,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:51:11,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:51:11,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:51:11,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:51:11,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:51:21,cpu-loader,286m,0Mi,minikube
2026-04-03 13:51:21,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:51:21,light-loader,3m,0Mi,minikube
2026-04-03 13:51:21,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:51:21,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:51:21,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:51:21,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:51:21,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:51:21,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:51:29,cpu-loader,286m,0Mi,minikube
2026-04-03 13:51:29,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:51:29,light-loader,3m,0Mi,minikube
2026-04-03 13:51:29,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:51:29,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:51:29,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:51:29,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:51:29,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:51:29,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:51:37,cpu-loader,286m,0Mi,minikube
2026-04-03 13:51:37,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:51:37,light-loader,3m,0Mi,minikube
2026-04-03 13:51:37,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:51:37,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:51:37,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:51:37,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:51:37,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:51:37,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:51:45,cpu-loader,286m,0Mi,minikube
2026-04-03 13:51:45,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:51:45,light-loader,3m,0Mi,minikube
2026-04-03 13:51:45,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:51:45,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:51:45,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:51:45,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:51:45,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:51:45,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:51:55,cpu-loader,286m,0Mi,minikube
2026-04-03 13:51:55,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:51:55,light-loader,3m,0Mi,minikube
2026-04-03 13:51:55,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:51:55,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:51:55,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:51:55,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:51:55,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:51:55,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:52:03,cpu-loader,286m,0Mi,minikube
2026-04-03 13:52:03,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:52:03,light-loader,3m,0Mi,minikube
2026-04-03 13:52:03,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:52:03,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:52:03,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:52:03,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:52:03,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:52:03,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:52:11,cpu-loader,286m,0Mi,minikube
2026-04-03 13:52:11,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:52:11,light-loader,3m,0Mi,minikube
2026-04-03 13:52:11,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:52:11,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:52:11,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:52:11,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:52:11,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:52:11,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:52:19,cpu-loader,286m,0Mi,minikube
2026-04-03 13:52:19,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:52:19,light-loader,3m,0Mi,minikube
2026-04-03 13:52:19,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:52:19,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:52:19,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:52:19,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:52:19,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:52:19,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:52:28,cpu-loader,286m,0Mi,minikube
2026-04-03 13:52:28,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:52:28,light-loader,3m,0Mi,minikube
2026-04-03 13:52:28,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:52:28,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:52:28,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:52:28,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:52:28,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:52:28,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:52:36,cpu-loader,286m,0Mi,minikube
2026-04-03 13:52:36,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:52:36,light-loader,3m,0Mi,minikube
2026-04-03 13:52:36,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:52:36,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:52:36,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:52:36,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:52:36,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:52:36,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:52:44,cpu-loader,286m,0Mi,minikube
2026-04-03 13:52:44,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:52:44,light-loader,3m,0Mi,minikube
2026-04-03 13:52:44,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:52:44,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:52:44,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:52:44,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:52:44,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:52:44,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:52:52,cpu-loader,286m,0Mi,minikube
2026-04-03 13:52:52,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:52:52,light-loader,3m,0Mi,minikube
2026-04-03 13:52:52,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:52:52,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:52:52,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:52:52,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:52:52,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:52:52,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:53:02,cpu-loader,286m,0Mi,minikube
2026-04-03 13:53:02,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:53:02,light-loader,3m,0Mi,minikube
2026-04-03 13:53:02,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:53:02,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:53:02,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:53:02,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:53:02,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:53:02,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:53:11,cpu-loader,286m,0Mi,minikube
2026-04-03 13:53:11,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:53:11,light-loader,3m,0Mi,minikube
2026-04-03 13:53:11,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:53:11,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:53:11,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:53:11,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:53:11,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:53:11,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:53:22,cpu-loader,286m,0Mi,minikube
2026-04-03 13:53:22,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:53:22,light-loader,3m,0Mi,minikube
2026-04-03 13:53:22,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:53:22,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:53:22,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:53:22,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:53:22,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:53:22,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:53:33,cpu-loader,286m,0Mi,minikube
2026-04-03 13:53:33,cpu-loader-2,571m,0Mi,minikube
2026-04-03 13:53:33,light-loader,3m,0Mi,minikube
2026-04-03 13:53:33,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:53:33,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:53:33,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:53:33,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:53:33,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:53:33,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:53:43,cpu-loader,285m,0Mi,minikube
2026-04-03 13:53:43,cpu-loader-2,570m,0Mi,minikube
2026-04-03 13:53:43,light-loader,4m,0Mi,minikube
2026-04-03 13:53:43,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:53:43,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:53:43,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:53:43,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:53:43,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:53:43,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:53:53,cpu-loader,285m,0Mi,minikube
2026-04-03 13:53:53,cpu-loader-2,570m,0Mi,minikube
2026-04-03 13:53:53,light-loader,4m,0Mi,minikube
2026-04-03 13:53:53,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:53:53,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:53:53,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:53:53,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:53:53,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:53:53,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:54:05,cpu-loader,285m,0Mi,minikube
2026-04-03 13:54:05,cpu-loader-2,570m,0Mi,minikube
2026-04-03 13:54:05,light-loader,4m,0Mi,minikube
2026-04-03 13:54:05,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:54:05,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:54:05,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:54:05,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:54:05,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:54:05,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:54:16,cpu-loader,285m,0Mi,minikube
2026-04-03 13:54:16,cpu-loader-2,570m,0Mi,minikube
2026-04-03 13:54:16,light-loader,4m,0Mi,minikube
2026-04-03 13:54:16,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:54:16,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:54:16,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:54:16,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:54:16,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:54:16,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:54:25,cpu-loader,285m,0Mi,minikube
2026-04-03 13:54:25,cpu-loader-2,570m,0Mi,minikube
2026-04-03 13:54:25,light-loader,4m,0Mi,minikube
2026-04-03 13:54:25,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:54:25,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:54:25,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:54:25,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:54:25,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:54:25,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:54:33,cpu-loader,285m,0Mi,minikube
2026-04-03 13:54:33,cpu-loader-2,570m,0Mi,minikube
2026-04-03 13:54:33,light-loader,4m,0Mi,minikube
2026-04-03 13:54:33,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:54:33,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:54:33,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:54:33,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:54:33,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:54:33,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:54:43,cpu-loader,284m,0Mi,minikube
2026-04-03 13:54:43,cpu-loader-2,568m,0Mi,minikube
2026-04-03 13:54:43,light-loader,4m,0Mi,minikube
2026-04-03 13:54:43,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:54:43,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:54:43,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:54:43,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:54:43,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:54:43,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:54:52,cpu-loader,284m,0Mi,minikube
2026-04-03 13:54:52,cpu-loader-2,568m,0Mi,minikube
2026-04-03 13:54:52,light-loader,4m,0Mi,minikube
2026-04-03 13:54:52,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:54:52,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:54:52,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:54:52,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:54:52,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:54:52,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 13:55:02,cpu-loader,284m,0Mi,minikube
2026-04-03 13:55:02,cpu-loader-2,568m,0Mi,minikube
2026-04-03 13:55:02,light-loader,4m,0Mi,minikube
2026-04-03 13:55:02,nginx-deployment-65f54b4ccf-cdpps,1m,27Mi,minikube
2026-04-03 13:55:02,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 13:55:02,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 13:55:02,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 13:55:02,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 13:55:02,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:06:06,cpu-loader,289m,0Mi,minikube
2026-04-03 14:06:06,cpu-loader-2,577m,0Mi,minikube
2026-04-03 14:06:06,light-loader,4m,0Mi,minikube
2026-04-03 14:06:06,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:06:06,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:06:06,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:06:06,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:06:06,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:06:06,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:06:15,cpu-loader,289m,0Mi,minikube
2026-04-03 14:06:15,cpu-loader-2,577m,0Mi,minikube
2026-04-03 14:06:15,light-loader,4m,0Mi,minikube
2026-04-03 14:06:15,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:06:15,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:06:15,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:06:15,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:06:15,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:06:15,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:06:25,cpu-loader,295m,0Mi,minikube
2026-04-03 14:06:25,cpu-loader-2,589m,0Mi,minikube
2026-04-03 14:06:25,light-loader,4m,0Mi,minikube
2026-04-03 14:06:25,nginx-deployment-65f54b4ccf-cdpps,0m,13Mi,minikube
2026-04-03 14:06:25,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:06:25,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:06:25,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:06:25,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:06:25,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:06:36,cpu-loader,295m,0Mi,minikube
2026-04-03 14:06:36,cpu-loader-2,589m,0Mi,minikube
2026-04-03 14:06:36,light-loader,4m,0Mi,minikube
2026-04-03 14:06:36,nginx-deployment-65f54b4ccf-cdpps,0m,13Mi,minikube
2026-04-03 14:06:36,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:06:36,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:06:36,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:06:36,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:06:36,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:06:45,cpu-loader,295m,0Mi,minikube
2026-04-03 14:06:45,cpu-loader-2,589m,0Mi,minikube
2026-04-03 14:06:45,light-loader,4m,0Mi,minikube
2026-04-03 14:06:45,nginx-deployment-65f54b4ccf-cdpps,0m,13Mi,minikube
2026-04-03 14:06:45,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:06:45,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:06:45,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:06:45,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:06:45,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:06:54,cpu-loader,295m,0Mi,minikube
2026-04-03 14:06:54,cpu-loader-2,589m,0Mi,minikube
2026-04-03 14:06:54,light-loader,4m,0Mi,minikube
2026-04-03 14:06:54,nginx-deployment-65f54b4ccf-cdpps,0m,13Mi,minikube
2026-04-03 14:06:54,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:06:54,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:06:54,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:06:54,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:06:54,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:07:05,cpu-loader,295m,0Mi,minikube
2026-04-03 14:07:05,cpu-loader-2,589m,0Mi,minikube
2026-04-03 14:07:05,light-loader,4m,0Mi,minikube
2026-04-03 14:07:05,nginx-deployment-65f54b4ccf-cdpps,0m,13Mi,minikube
2026-04-03 14:07:05,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:07:05,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:07:05,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:07:05,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:07:05,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:07:13,cpu-loader,295m,0Mi,minikube
2026-04-03 14:07:13,cpu-loader-2,589m,0Mi,minikube
2026-04-03 14:07:13,light-loader,4m,0Mi,minikube
2026-04-03 14:07:13,nginx-deployment-65f54b4ccf-cdpps,0m,13Mi,minikube
2026-04-03 14:07:13,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:07:13,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:07:13,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:07:13,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:07:13,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:07:22,cpu-loader,295m,0Mi,minikube
2026-04-03 14:07:22,cpu-loader-2,589m,0Mi,minikube
2026-04-03 14:07:22,light-loader,4m,0Mi,minikube
2026-04-03 14:07:22,nginx-deployment-65f54b4ccf-cdpps,0m,13Mi,minikube
2026-04-03 14:07:22,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:07:22,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:07:22,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:07:22,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:07:22,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:07:30,cpu-loader,289m,0Mi,minikube
2026-04-03 14:07:30,cpu-loader-2,578m,0Mi,minikube
2026-04-03 14:07:30,light-loader,3m,0Mi,minikube
2026-04-03 14:07:30,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:07:30,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:07:30,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:07:30,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
2026-04-03 14:07:30,nginx-deployment-65f54b4ccf-pqnks,1m,13Mi,minikube
2026-04-03 14:07:30,nginx-deployment-65f54b4ccf-tzbqb,1m,13Mi,minikube
2026-04-03 14:07:40,cpu-loader,289m,0Mi,minikube
2026-04-03 14:07:40,cpu-loader-2,578m,0Mi,minikube
2026-04-03 14:07:40,light-loader,3m,0Mi,minikube
2026-04-03 14:07:40,nginx-deployment-65f54b4ccf-cdpps,1m,13Mi,minikube
2026-04-03 14:07:40,nginx-deployment-65f54b4ccf-cgplq,1m,13Mi,minikube
2026-04-03 14:07:40,nginx-deployment-65f54b4ccf-dmzl9,1m,13Mi,minikube
2026-04-03 14:07:40,nginx-deployment-65f54b4ccf-fngbm,1m,13Mi,minikube
