2026-04-22 05:56:49.020002,ml-pod-1776710501,237m,0Mi,35h
2026-04-22 05:56:49.020011,ml-pod-1776710648,236m,0Mi,35h
2026-04-22 05:56:49.020021,ml-pod-1776710926,238m,0Mi,35h
2026-04-22 05:56:49.020030,ml-pod-1776710980,232m,0Mi,35h
2026-04-22 05:56:54.543856,cpu-loader-2-deployment-b5f7754c6-fkcnh,1396m,228Mi,35h
2026-04-22 05:56:54.543874,cpu-loader-2-deployment-b5f7754c6-lqpht,1398m,259Mi,35h
2026-04-22 05:56:54.543879,cpu-loader-2-deployment-b5f7754c6-mgcgg,1303m,79Mi,35h
2026-04-22 05:56:54.543884,cpu-loader-2-deployment-b5f7754c6-mmcfh,648m,0Mi,35h
2026-04-22 05:56:54.543888,cpu-loader-2-deployment-b5f7754c6-zmb9v,235m,1Mi,35h
2026-04-22 05:56:54.543893,cpu-loader-deployment-6df58f49b6-r46b4,230m,0Mi,35h
2026-04-22 05:56:54.543897,ml-pod-1776708350,232m,0Mi,35h
2026-04-22 05:56:54.543900,ml-pod-1776708681,238m,0Mi,35h
2026-04-22 05:56:54.543904,ml-pod-1776708980,241m,0Mi,35h
2026-04-22 05:56:54.543907,ml-pod-1776709365,237m,0Mi,35h
2026-04-22 05:56:54.543910,ml-pod-1776709635,236m,0Mi,35h
2026-04-22 05:56:54.543914,ml-pod-1776709823,239m,0Mi,35h
2026-04-22 05:56:54.543917,ml-pod-1776709890,238m,1Mi,35h
2026-04-22 05:56:54.543920,ml-pod-1776710501,237m,0Mi,35h
2026-04-22 05:56:54.543924,ml-pod-1776710648,236m,0Mi,35h
2026-04-22 05:56:54.543927,ml-pod-1776710926,238m,0Mi,35h
2026-04-22 05:56:54.543931,ml-pod-1776710980,232m,0Mi,35h
2026-04-22 05:57:01.110006,cpu-loader-2-deployment-b5f7754c6-fkcnh,1396m,228Mi,35h
2026-04-22 05:57:01.110043,cpu-loader-2-deployment-b5f7754c6-lqpht,1398m,259Mi,35h
2026-04-22 05:57:01.110055,cpu-loader-2-deployment-b5f7754c6-mgcgg,1303m,79Mi,35h
2026-04-22 05:57:01.110066,cpu-loader-2-deployment-b5f7754c6-mmcfh,648m,0Mi,35h
2026-04-22 05:57:01.110076,cpu-loader-2-deployment-b5f7754c6-zmb9v,235m,1Mi,35h
2026-04-22 05:57:01.110085,cpu-loader-deployment-6df58f49b6-r46b4,230m,0Mi,35h
2026-04-22 05:57:01.110096,ml-pod-1776708350,232m,0Mi,35h
2026-04-22 05:57:01.110105,ml-pod-1776708681,238m,0Mi,35h
2026-04-22 05:57:01.110114,ml-pod-1776708980,241m,0Mi,35h
2026-04-22 05:57:01.110123,ml-pod-1776709365,237m,0Mi,35h
2026-04-22 05:57:01.110132,ml-pod-1776709635,236m,0Mi,35h
2026-04-22 05:57:01.110140,ml-pod-1776709823,239m,0Mi,35h
2026-04-22 05:57:01.110149,ml-pod-1776709890,238m,1Mi,35h
2026-04-22 05:57:01.110158,ml-pod-1776710501,237m,0Mi,35h
2026-04-22 05:57:01.110166,ml-pod-1776710648,236m,0Mi,35h
2026-04-22 05:57:01.110174,ml-pod-1776710926,238m,0Mi,35h
2026-04-22 05:57:01.110182,ml-pod-1776710980,232m,0Mi,35h
2026-04-22 05:57:07.509255,cpu-loader-2-deployment-b5f7754c6-fkcnh,1396m,228Mi,35h
2026-04-22 05:57:07.509291,cpu-loader-2-deployment-b5f7754c6-lqpht,1398m,259Mi,35h
2026-04-22 05:57:07.509304,cpu-loader-2-deployment-b5f7754c6-mgcgg,1303m,79Mi,35h
